"","city","county","crime_rate_per_100000"
"27672","Hamlet","Starke",116.3943613
"27673","Koontz Lake","Starke",116.3943613
"27674","Bass Lake","Starke",116.3943613
"27675","North Judson","Starke",116.3943613
"27676","Grovertown","Starke",116.3943613
"27677","San Pierre","Starke",116.3943613
"27678","Knox","Starke",116.3943613
"27679","Freeborn","Freeborn",116.3241567
"27680","Alden","Freeborn",116.3241567
"27681","Conger","Freeborn",116.3241567
"27682","Clarks Grove","Freeborn",116.3241567
"27683","Twin Lakes","Freeborn",116.3241567
"27684","Hartland","Freeborn",116.3241567
"27685","Glenville","Freeborn",116.3241567
"27686","Hayward","Freeborn",116.3241567
"27687","Manchester","Freeborn",116.3241567
"27688","Albert Lea","Freeborn",116.3241567
"27689","Emmons","Freeborn",116.3241567
"27690","Myrtle","Freeborn",116.3241567
"27691","Hollandale","Freeborn",116.3241567
"27692","London","Freeborn",116.3241567
"27693","Geneva","Freeborn",116.3241567
"27694","Oakland","Freeborn",116.3241567
"27695","Denver","Miami",116.2147205
"27696","Amboy","Miami",116.2147205
"27697","Bunker Hill","Miami",116.2147205
"27698","Mexico","Miami",116.2147205
"27699","Peru","Miami",116.2147205
"27700","Macy","Miami",116.2147205
"27701","Converse","Miami",116.2147205
"27702","Bolivar","Jefferson",116.2093948
"27703","Kearneysville","Jefferson",116.2093948
"27704","Rippon","Jefferson",116.2093948
"27705","Middleway","Jefferson",116.2093948
"27706","Ranson","Jefferson",116.2093948
"27707","Shenandoah Junction","Jefferson",116.2093948
"27708","Shannondale","Jefferson",116.2093948
"27709","Harpers Ferry","Jefferson",116.2093948
"27710","Charles Town","Jefferson",116.2093948
"27711","Shepherdstown","Jefferson",116.2093948
"27712","Glasgow","Barren",116.2061031
"27713","Cave City","Barren",116.2061031
"27714","Lucas","Barren",116.2061031
"27715","Hiseville","Barren",116.2061031
"27716","Park City","Barren",116.2061031
"27717","Temple Hill","Barren",116.2061031
"27718","Austin","Barren",116.2061031
"27719","Tracy","Barren",116.2061031
"27720","Mount Cory","Hancock",116.1363546
"27721","Vanlue","Hancock",116.1363546
"27722","Arlington","Hancock",116.1363546
"27723","Arcadia","Hancock",116.1363546
"27724","Mount Blanchard","Hancock",116.1363546
"27725","McComb","Hancock",116.1363546
"27726","Benton Ridge","Hancock",116.1363546
"27727","Findlay","Hancock",116.1363546
"27728","Jenera","Hancock",116.1363546
"27729","Van Buren","Hancock",116.1363546
"27730","Rawson","Hancock",116.1363546
"27731","Parker","Fremont",116.0362033
"27732","Big Springs","Fremont",116.0362033
"27733","Drummond","Fremont",116.0362033
"27734","Warm River","Fremont",116.0362033
"27735","Newdale","Fremont",116.0362033
"27736","Lamont","Fremont",116.0362033
"27737","Teton","Fremont",116.0362033
"27738","Chester","Fremont",116.0362033
"27739","Island Park","Fremont",116.0362033
"27740","Saint Anthony","Fremont",116.0362033
"27741","Ashton","Fremont",116.0362033
"27742","Brewster","Nobles",115.6497201
"27743","Dundee","Nobles",115.6497201
"27744","Wilmont","Nobles",115.6497201
"27745","Rushmore","Nobles",115.6497201
"27746","Worthington","Nobles",115.6497201
"27747","Ellsworth","Nobles",115.6497201
"27748","Leota","Nobles",115.6497201
"27749","Round Lake","Nobles",115.6497201
"27750","Kinbrae","Nobles",115.6497201
"27751","Adrian","Nobles",115.6497201
"27752","Lismore","Nobles",115.6497201
"27753","Bigelow","Nobles",115.6497201
"27754","Reading","Nobles",115.6497201
"27755","Moro","Sherman",115.5401502
"27756","Grass Valley","Sherman",115.5401502
"27757","Wasco","Sherman",115.5401502
"27758","Kent","Sherman",115.5401502
"27759","Biggs Junction","Sherman",115.5401502
"27760","Rufus","Sherman",115.5401502
"27761","Radcliff","Hardin",115.5364125
"27762","Sonora","Hardin",115.5364125
"27763","Rineyville","Hardin",115.5364125
"27764","Upton","Hardin",115.5364125
"27765","Cecilia","Hardin",115.5364125
"27766","Summit","Hardin",115.5364125
"27767","Vine Grove","Hardin",115.5364125
"27768","Colesburg","Hardin",115.5364125
"27769","Saint John","Hardin",115.5364125
"27770","Glendale","Hardin",115.5364125
"27771","West Point","Hardin",115.5364125
"27772","Elizabethtown","Hardin",115.5364125
"27773","Stephensburg","Hardin",115.5364125
"27774","Okolona","Chickasaw",115.5334758
"27775","Thorn","Chickasaw",115.5334758
"27776","Egypt","Chickasaw",115.5334758
"27777","Trebloc","Chickasaw",115.5334758
"27778","Houlka","Chickasaw",115.5334758
"27779","Houston","Chickasaw",115.5334758
"27780","Woodland","Chickasaw",115.5334758
"27781","North Bonneville","Skamania",115.3095618
"27782","Stevenson","Skamania",115.3095618
"27783","Hood","Skamania",115.3095618
"27784","Carson","Skamania",115.3095618
"27785","Janesville","Waseca",115.1953084
"27786","Waseca","Waseca",115.1953084
"27787","Matawan","Waseca",115.1953084
"27788","New Richland","Waseca",115.1953084
"27789","Otisco","Waseca",115.1953084
"27790","Waldorf","Waseca",115.1953084
"27791","Abbott","Craig",115.1631478
"27792","Paint Bank","Craig",115.1631478
"27793","New Castle","Craig",115.1631478
"27794","New Berlin","Chenango",115.1445367
"27795","Greene","Chenango",115.1445367
"27796","Oxford","Chenango",115.1445367
"27797","Afton","Chenango",115.1445367
"27798","Sherburne","Chenango",115.1445367
"27799","South New Berlin","Chenango",115.1445367
"27800","Norwich","Chenango",115.1445367
"27801","Smyrna","Chenango",115.1445367
"27802","South Otselic","Chenango",115.1445367
"27803","Mount Upton","Chenango",115.1445367
"27804","Guilford","Chenango",115.1445367
"27805","Bainbridge","Chenango",115.1445367
"27806","Smithville Flats","Chenango",115.1445367
"27807","Villisca","Montgomery",115.1189563
"27808","Stanton","Montgomery",115.1189563
"27809","Morton Mills","Montgomery",115.1189563
"27810","Grant","Montgomery",115.1189563
"27811","Elliott","Montgomery",115.1189563
"27812","Red Oak","Montgomery",115.1189563
"27813","Stennett","Montgomery",115.1189563
"27814","Coburg","Montgomery",115.1189563
"27815","Lyle","Klickitat",115.0196492
"27816","Laurel","Klickitat",115.0196492
"27817","Wishram","Klickitat",115.0196492
"27818","Centerville","Klickitat",115.0196492
"27819","Dallesport","Klickitat",115.0196492
"27820","Bingen","Klickitat",115.0196492
"27821","Klickitat","Klickitat",115.0196492
"27822","Maryhill","Klickitat",115.0196492
"27823","Bickleton","Klickitat",115.0196492
"27824","Husum","Klickitat",115.0196492
"27825","Alderdale","Klickitat",115.0196492
"27826","Goodnoe Hills","Klickitat",115.0196492
"27827","Blockhouse","Klickitat",115.0196492
"27828","Glenwood","Klickitat",115.0196492
"27829","Trout Lake","Klickitat",115.0196492
"27830","White Salmon","Klickitat",115.0196492
"27831","Goldendale","Klickitat",115.0196492
"27832","North Middletown","Bourbon",115.0115012
"27833","Millersburg","Bourbon",115.0115012
"27834","Paris","Bourbon",115.0115012
"27835","Shawhan","Bourbon",115.0115012
"27836","Little Rock","Bourbon",115.0115012
"27837","Jackstown","Bourbon",115.0115012
"27838","Dougherty","Cerro Gordo",114.7446931
"27839","Rockwell","Cerro Gordo",114.7446931
"27840","Burchinal","Cerro Gordo",114.7446931
"27841","Ventura","Cerro Gordo",114.7446931
"27842","Clear Lake","Cerro Gordo",114.7446931
"27843","Meservey","Cerro Gordo",114.7446931
"27844","Rock Falls","Cerro Gordo",114.7446931
"27845","Portland","Cerro Gordo",114.7446931
"27846","Thornton","Cerro Gordo",114.7446931
"27847","Mason City","Cerro Gordo",114.7446931
"27848","Swaledale","Cerro Gordo",114.7446931
"27849","Plymouth","Cerro Gordo",114.7446931
"27850","Tyner","Marshall",114.6277781
"27851","Argos","Marshall",114.6277781
"27852","Culver","Marshall",114.6277781
"27853","La Paz","Marshall",114.6277781
"27854","Bremen","Marshall",114.6277781
"27855","Bourbon","Marshall",114.6277781
"27856","Plymouth","Marshall",114.6277781
"27857","Annetta","Parker",114.4805548
"27858","La Junta","Parker",114.4805548
"27859","Sanctuary","Parker",114.4805548
"27860","Willow Park","Parker",114.4805548
"27861","Peaster","Parker",114.4805548
"27862","Weatherford","Parker",114.4805548
"27863","Millsap","Parker",114.4805548
"27864","Cool","Parker",114.4805548
"27865","Garner","Parker",114.4805548
"27866","Bennett","Parker",114.4805548
"27867","Hudson Oaks","Parker",114.4805548
"27868","Agnes","Parker",114.4805548
"27869","Annetta South","Parker",114.4805548
"27870","Western Lake","Parker",114.4805548
"27871","Springtown","Parker",114.4805548
"27872","Aledo","Parker",114.4805548
"27873","Annetta North","Parker",114.4805548
"27874","Ridgeway","Harrison",114.4033863
"27875","Eagleville","Harrison",114.4033863
"27876","Mount Moriah","Harrison",114.4033863
"27877","Bethany","Harrison",114.4033863
"27878","Gilman City","Harrison",114.4033863
"27879","Blythedale","Harrison",114.4033863
"27880","Cainsville","Harrison",114.4033863
"27881","New Hampton","Harrison",114.4033863
"27882","Apple Grove","Mason",114.2815011
"27883","Point Pleasant","Mason",114.2815011
"27884","Henderson","Mason",114.2815011
"27885","Hartford City","Mason",114.2815011
"27886","Gallipolis Ferry","Mason",114.2815011
"27887","Mason","Mason",114.2815011
"27888","Leon","Mason",114.2815011
"27889","Brighton","Mason",114.2815011
"27890","Glenwood","Mason",114.2815011
"27891","New Haven","Mason",114.2815011
"27892","Hagaman","Montgomery",114.2353248
"27893","Amsterdam","Montgomery",114.2353248
"27894","Fultonville","Montgomery",114.2353248
"27895","Saint Johnsville","Montgomery",114.2353248
"27896","Fonda","Montgomery",114.2353248
"27897","Palatine Bridge","Montgomery",114.2353248
"27898","Tribes Hill","Montgomery",114.2353248
"27899","Fort Johnson","Montgomery",114.2353248
"27900","Canajoharie","Montgomery",114.2353248
"27901","Ames","Montgomery",114.2353248
"27902","Fort Plain","Montgomery",114.2353248
"27903","Nelliston","Montgomery",114.2353248
"27904","Star City","Lincoln",114.0332122
"27905","Gould","Lincoln",114.0332122
"27906","Grady","Lincoln",114.0332122
"27907","Glendale","Lincoln",114.0332122
"27908","Palmyra","Lincoln",114.0332122
"27909","Tarry","Lincoln",114.0332122
"27910","Tyro","Lincoln",114.0332122
"27911","Cornerville","Lincoln",114.0332122
"27912","Yorktown","Lincoln",114.0332122
"27913","Sheffield","Franklin",113.7656428
"27914","Coulter","Franklin",113.7656428
"27915","Alexander","Franklin",113.7656428
"27916","Faulkner","Franklin",113.7656428
"27917","Hansell","Franklin",113.7656428
"27918","Latimer","Franklin",113.7656428
"27919","Hampton","Franklin",113.7656428
"27920","Geneva","Franklin",113.7656428
"27921","Chapin","Franklin",113.7656428
"27922","Bradford","Franklin",113.7656428
"27923","Popejoy","Franklin",113.7656428
"27924","Burdett","Schuyler",113.75948
"27925","Alpine","Schuyler",113.75948
"27926","Odessa","Schuyler",113.75948
"27927","Montour Falls","Schuyler",113.75948
"27928","Watkins Glen","Schuyler",113.75948
"27929","South Paris","Oxford",113.4835973
"27930","Dixfield","Oxford",113.4835973
"27931","Wilsons Mills","Oxford",113.4835973
"27932","Norway","Oxford",113.4835973
"27933","Mexico","Oxford",113.4835973
"27934","Kezar Falls","Oxford",113.4835973
"27935","North Waterford","Oxford",113.4835973
"27936","Rumford","Oxford",113.4835973
"27937","Bryant Pond","Oxford",113.4835973
"27938","Fryeburg","Oxford",113.4835973
"27939","Oxford","Oxford",113.4835973
"27940","Nogales","Santa Cruz",113.3253507
"27941","Rio Rico","Santa Cruz",113.3253507
"27942","Tubac","Santa Cruz",113.3253507
"27943","Kino Springs","Santa Cruz",113.3253507
"27944","Lochiel","Santa Cruz",113.3253507
"27945","Sonoita","Santa Cruz",113.3253507
"27946","Tumacacori","Santa Cruz",113.3253507
"27947","Elgin","Santa Cruz",113.3253507
"27948","Amado","Santa Cruz",113.3253507
"27949","Carmen","Santa Cruz",113.3253507
"27950","Beyerville","Santa Cruz",113.3253507
"27951","Patagonia","Santa Cruz",113.3253507
"27952","Pine Mountain Valley","Harris",113.278021
"27953","Hamilton","Harris",113.278021
"27954","Cataula","Harris",113.278021
"27955","Pine Mountain","Harris",113.278021
"27956","Whitesville","Harris",113.278021
"27957","Shiloh","Harris",113.278021
"27958","Waverly Hall","Harris",113.278021
"27959","Chicora","Butler",113.2221959
"27960","Homeacre","Butler",113.2221959
"27961","Portersville","Butler",113.2221959
"27962","Silverville","Butler",113.2221959
"27963","Fernway","Butler",113.2221959
"27964","Butler","Butler",113.2221959
"27965","Fairview","Butler",113.2221959
"27966","Meadowood","Butler",113.2221959
"27967","Callery","Butler",113.2221959
"27968","Sarversville","Butler",113.2221959
"27969","Hilliards","Butler",113.2221959
"27970","Fox Run","Butler",113.2221959
"27971","Oak Hills","Butler",113.2221959
"27972","Cabot","Butler",113.2221959
"27973","Valencia","Butler",113.2221959
"27974","Mars","Butler",113.2221959
"27975","Nixon","Butler",113.2221959
"27976","Lernerville","Butler",113.2221959
"27977","Evans City","Butler",113.2221959
"27978","Watters","Butler",113.2221959
"27979","West Sunbury","Butler",113.2221959
"27980","Butler Junction","Butler",113.2221959
"27981","Zelienople","Butler",113.2221959
"27982","Harrisville","Butler",113.2221959
"27983","Slippery Rock","Butler",113.2221959
"27984","Sarver","Butler",113.2221959
"27985","Petrolia","Butler",113.2221959
"27986","Boyers","Butler",113.2221959
"27987","Cherry Valley","Butler",113.2221959
"27988","West Liberty","Butler",113.2221959
"27989","Eau Claire","Butler",113.2221959
"27990","Karns City","Butler",113.2221959
"27991","Glade Mills","Butler",113.2221959
"27992","Lake Arthur Estates","Butler",113.2221959
"27993","East Butler","Butler",113.2221959
"27994","Myoma","Butler",113.2221959
"27995","Lyndora","Butler",113.2221959
"27996","Saxonburg","Butler",113.2221959
"27997","Bruin","Butler",113.2221959
"27998","Seven Fields","Butler",113.2221959
"27999","Connoquenessing","Butler",113.2221959
"28000","Criders Corners","Butler",113.2221959
"28001","Meridian","Butler",113.2221959
"28002","Northvue","Butler",113.2221959
"28003","Harmony","Butler",113.2221959
"28004","Prospect","Butler",113.2221959
"28005","Blossburg","Tioga",113.0395874
"28006","Elkland","Tioga",113.0395874
"28007","Sabinsville","Tioga",113.0395874
"28008","Millerton","Tioga",113.0395874
"28009","Morris","Tioga",113.0395874
"28010","Blackwell","Tioga",113.0395874
"28011","Roseville","Tioga",113.0395874
"28012","Westfield","Tioga",113.0395874
"28013","Arnot","Tioga",113.0395874
"28014","Tioga","Tioga",113.0395874
"28015","Antrim","Tioga",113.0395874
"28016","Keeneyville","Tioga",113.0395874
"28017","Lawrenceville","Tioga",113.0395874
"28018","Knoxville","Tioga",113.0395874
"28019","Gaines","Tioga",113.0395874
"28020","Wellsboro","Tioga",113.0395874
"28021","Mansfield","Tioga",113.0395874
"28022","Hancock","Stevens",112.9943503
"28023","Alberta","Stevens",112.9943503
"28024","Chokio","Stevens",112.9943503
"28025","Morris","Stevens",112.9943503
"28026","Donnelly","Stevens",112.9943503
"28027","Falmouth","Missaukee",112.9493057
"28028","Lake City","Missaukee",112.9493057
"28029","Jennings","Missaukee",112.9493057
"28030","McBain","Missaukee",112.9493057
"28031","Moddersville","Missaukee",112.9493057
"28032","Corbin","Jefferson",112.9256428
"28033","Basin","Jefferson",112.9256428
"28034","Elkhorn","Jefferson",112.9256428
"28035","Clancy","Jefferson",112.9256428
"28036","Jefferson City","Jefferson",112.9256428
"28037","Cardwell","Jefferson",112.9256428
"28038","Boulder","Jefferson",112.9256428
"28039","Montana City","Jefferson",112.9256428
"28040","Whitehall","Jefferson",112.9256428
"28041","Providence Forge","New Kent",112.7800277
"28042","New Kent","New Kent",112.7800277
"28043","Easton","Faribault",112.747516
"28044","Huntley","Faribault",112.747516
"28045","Bricelyn","Faribault",112.747516
"28046","Winnebago","Faribault",112.747516
"28047","Elmore","Faribault",112.747516
"28048","Delavan","Faribault",112.747516
"28049","Frost","Faribault",112.747516
"28050","Minnesota Lake","Faribault",112.747516
"28051","Walters","Faribault",112.747516
"28052","Blue Earth","Faribault",112.747516
"28053","Kiester","Faribault",112.747516
"28054","Wells","Faribault",112.747516
"28055","Easton","Kittitas",112.5344188
"28056","Ronald","Kittitas",112.5344188
"28057","Cle Elum","Kittitas",112.5344188
"28058","Roslyn","Kittitas",112.5344188
"28059","Liberty","Kittitas",112.5344188
"28060","Vantage","Kittitas",112.5344188
"28061","Hyak","Kittitas",112.5344188
"28062","Wymer","Kittitas",112.5344188
"28063","Kittitas","Kittitas",112.5344188
"28064","Snoqualmie Pass","Kittitas",112.5344188
"28065","Thorp","Kittitas",112.5344188
"28066","Doris","Kittitas",112.5344188
"28067","South Cle Elum","Kittitas",112.5344188
"28068","Ellensburg","Kittitas",112.5344188
"28069","Gardnerville","Douglas",112.4835519
"28070","Zephyr Cove","Douglas",112.4835519
"28071","Glenbrook","Douglas",112.4835519
"28072","Stateline","Douglas",112.4835519
"28073","Gardnerville Ranchos","Douglas",112.4835519
"28074","Skyland","Douglas",112.4835519
"28075","Minden","Douglas",112.4835519
"28076","Topaz Lake","Douglas",112.4835519
"28077","Kingsbury","Douglas",112.4835519
"28078","Johnson Lane","Douglas",112.4835519
"28079","Genoa","Douglas",112.4835519
"28080","Indian Hills","Douglas",112.4835519
"28081","Lakeridge","Douglas",112.4835519
"28082","Cavendish","Windsor",112.3655626
"28083","Perkinsville","Windsor",112.3655626
"28084","Windsor","Windsor",112.3655626
"28085","Rochester","Windsor",112.3655626
"28086","Wilder","Windsor",112.3655626
"28087","South Royalton","Windsor",112.3655626
"28088","Chester","Windsor",112.3655626
"28089","Quechee","Windsor",112.3655626
"28090","Woodstock","Windsor",112.3655626
"28091","White River Junction","Windsor",112.3655626
"28092","North Hartland","Windsor",112.3655626
"28093","Bethel","Windsor",112.3655626
"28094","North Springfield","Windsor",112.3655626
"28095","Proctorsville","Windsor",112.3655626
"28096","Springfield","Windsor",112.3655626
"28097","Hartland","Windsor",112.3655626
"28098","Norwich","Windsor",112.3655626
"28099","Ascutney","Windsor",112.3655626
"28100","Ludlow","Windsor",112.3655626
"28101","Adams","Adams",112.3046875
"28102","Plainville","Adams",112.3046875
"28103","Arkdale","Adams",112.3046875
"28104","Brooks","Adams",112.3046875
"28105","Dellwood","Adams",112.3046875
"28106","Friendship","Adams",112.3046875
"28107","Big Spring","Adams",112.3046875
"28108","Grand Marsh","Adams",112.3046875
"28109","White Creek","Adams",112.3046875
"28110","Monroe Center","Adams",112.3046875
"28111","Hunterstown","Adams",112.2643925
"28112","Gardners","Adams",112.2643925
"28113","New Oxford","Adams",112.2643925
"28114","Hampton","Adams",112.2643925
"28115","McKnightstown","Adams",112.2643925
"28116","Idaville","Adams",112.2643925
"28117","Orrtanna","Adams",112.2643925
"28118","Fairfield","Adams",112.2643925
"28119","York Springs","Adams",112.2643925
"28120","Lake Heritage","Adams",112.2643925
"28121","Floradale","Adams",112.2643925
"28122","Arendtsville","Adams",112.2643925
"28123","Abbottstown","Adams",112.2643925
"28124","Aspers","Adams",112.2643925
"28125","Bendersville","Adams",112.2643925
"28126","Bonneauville","Adams",112.2643925
"28127","Lake Meade","Adams",112.2643925
"28128","Cashtown","Adams",112.2643925
"28129","Littlestown","Adams",112.2643925
"28130","Biglerville","Adams",112.2643925
"28131","Table Rock","Adams",112.2643925
"28132","Heidlersburg","Adams",112.2643925
"28133","Carroll Valley","Adams",112.2643925
"28134","East Berlin","Adams",112.2643925
"28135","Gettysburg","Adams",112.2643925
"28136","McSherrystown","Adams",112.2643925
"28137","Chaplin","Nelson",112.2586439
"28138","Nazareth","Nelson",112.2586439
"28139","Boston","Nelson",112.2586439
"28140","New Hope","Nelson",112.2586439
"28141","Howardstown","Nelson",112.2586439
"28142","Samuels","Nelson",112.2586439
"28143","Bloomfield","Nelson",112.2586439
"28144","Bardstown","Nelson",112.2586439
"28145","Balltown","Nelson",112.2586439
"28146","Fairfield","Nelson",112.2586439
"28147","New Haven","Nelson",112.2586439
"28148","Highlands","Macon",112.2367605
"28149","Scaly Mountain","Macon",112.2367605
"28150","Franklin","Macon",112.2367605
"28151","Tarlton","Pickaway",111.8925831
"28152","Ashville","Pickaway",111.8925831
"28153","Circleville","Pickaway",111.8925831
"28154","Orient","Pickaway",111.8925831
"28155","Williamsport","Pickaway",111.8925831
"28156","East Ringgold","Pickaway",111.8925831
"28157","Darbyville","Pickaway",111.8925831
"28158","New Holland","Pickaway",111.8925831
"28159","Derby","Pickaway",111.8925831
"28160","Logan Elm Village","Pickaway",111.8925831
"28161","Commercial Point","Pickaway",111.8925831
"28162","South Bloomfield","Pickaway",111.8925831
"28163","Julian","Nemaha",111.7786782
"28164","Peru","Nemaha",111.7786782
"28165","Brock","Nemaha",111.7786782
"28166","Nemaha","Nemaha",111.7786782
"28167","Auburn","Nemaha",111.7786782
"28168","Johnson","Nemaha",111.7786782
"28169","Howe","Nemaha",111.7786782
"28170","Brownville","Nemaha",111.7786782
"28171","Flaxville","Daniels",111.6694584
"28172","Peerless","Daniels",111.6694584
"28173","Whitetail","Daniels",111.6694584
"28174","Scobey","Daniels",111.6694584
"28175","Four Buttes","Daniels",111.6694584
"28176","Madoc","Daniels",111.6694584
"28177","Medina","Bandera",111.6450658
"28178","Vanderpool","Bandera",111.6450658
"28179","Pipe Creek","Bandera",111.6450658
"28180","Bandera","Bandera",111.6450658
"28181","Bandera Falls","Bandera",111.6450658
"28182","Lakehills","Bandera",111.6450658
"28183","Hanover","Hanover",111.5168262
"28184","Mechanicsville","Hanover",111.5168262
"28185","Hewlett","Hanover",111.5168262
"28186","Ashland","Hanover",111.5168262
"28187","Bird City","Cheyenne",111.3585746
"28188","Saint Francis","Cheyenne",111.3585746
"28189","Wheeler","Cheyenne",111.3585746
"28190","Fremont","Carter",111.2700684
"28191","Ellsinore","Carter",111.2700684
"28192","Van Buren","Carter",111.2700684
"28193","Hunter","Carter",111.2700684
"28194","Grandin","Carter",111.2700684
"28195","Mount Pleasant","Cabarrus",111.0956812
"28196","Concord","Cabarrus",111.0956812
"28197","Kannapolis","Cabarrus",111.0956812
"28198","Harrisburg","Cabarrus",111.0956812
"28199","Midland","Cabarrus",111.0956812
"28200","Roberta Mill","Cabarrus",111.0956812
"28201","Bethlehem","Alexander",111.0208503
"28202","Stony Point","Alexander",111.0208503
"28203","Taylorsville","Alexander",111.0208503
"28204","Hiddenite","Alexander",111.0208503
"28205","Seminole","Gaines",110.9877913
"28206","Loop","Gaines",110.9877913
"28207","Seagraves","Gaines",110.9877913
"28208","Coloma","Waushara",110.9786674
"28209","Pine River","Waushara",110.9786674
"28210","Hancock","Waushara",110.9786674
"28211","Tustin","Waushara",110.9786674
"28212","Poy Sippi","Waushara",110.9786674
"28213","Plainfield","Waushara",110.9786674
"28214","Wild Rose","Waushara",110.9786674
"28215","West Bloomfield","Waushara",110.9786674
"28216","Wautoma","Waushara",110.9786674
"28217","Lohrville","Waushara",110.9786674
"28218","Borth","Waushara",110.9786674
"28219","Redgranite","Waushara",110.9786674
"28220","Auroraville","Waushara",110.9786674
"28221","North Albany","Benton",110.8660253
"28222","Kings Valley","Benton",110.8660253
"28223","Hoskins","Benton",110.8660253
"28224","Monroe","Benton",110.8660253
"28225","Alpine","Benton",110.8660253
"28226","Adair Village","Benton",110.8660253
"28227","Summit","Benton",110.8660253
"28228","Alsea","Benton",110.8660253
"28229","Blodgett","Benton",110.8660253
"28230","Philomath","Benton",110.8660253
"28231","Corvallis","Benton",110.8660253
"28232","Bellfountain","Benton",110.8660253
"28233","Hannawa Falls","St. Lawrence",110.7508731
"28234","Canton","St. Lawrence",110.7508731
"28235","Brasher Falls","St. Lawrence",110.7508731
"28236","Winthrop","St. Lawrence",110.7508731
"28237","Cranberry Lake","St. Lawrence",110.7508731
"28238","Madrid","St. Lawrence",110.7508731
"28239","Star Lake","St. Lawrence",110.7508731
"28240","Raymondville","St. Lawrence",110.7508731
"28241","Brier Hill","St. Lawrence",110.7508731
"28242","Colton","St. Lawrence",110.7508731
"28243","Heuvelton","St. Lawrence",110.7508731
"28244","Potsdam","St. Lawrence",110.7508731
"28245","Nicholville","St. Lawrence",110.7508731
"28246","Hailesboro","St. Lawrence",110.7508731
"28247","Hammond","St. Lawrence",110.7508731
"28248","South Colton","St. Lawrence",110.7508731
"28249","Morristown","St. Lawrence",110.7508731
"28250","Ogdensburg","St. Lawrence",110.7508731
"28251","Gouverneur","St. Lawrence",110.7508731
"28252","Newton Falls","St. Lawrence",110.7508731
"28253","Waddington","St. Lawrence",110.7508731
"28254","Norwood","St. Lawrence",110.7508731
"28255","Hermon","St. Lawrence",110.7508731
"28256","Edwards","St. Lawrence",110.7508731
"28257","Norfolk","St. Lawrence",110.7508731
"28258","Richville","St. Lawrence",110.7508731
"28259","De Kalb Junction","St. Lawrence",110.7508731
"28260","Parishville","St. Lawrence",110.7508731
"28261","Rensselaer Falls","St. Lawrence",110.7508731
"28262","Massena","St. Lawrence",110.7508731
"28263","Helena","St. Lawrence",110.7508731
"28264","Warfield","Martin",110.6981893
"28265","Inez","Martin",110.6981893
"28266","Shelton","Buffalo",110.6633537
"28267","Kearney","Buffalo",110.6633537
"28268","Odessa","Buffalo",110.6633537
"28269","Elm Creek","Buffalo",110.6633537
"28270","Sweetwater","Buffalo",110.6633537
"28271","Ravenna","Buffalo",110.6633537
"28272","Miller","Buffalo",110.6633537
"28273","Amherst","Buffalo",110.6633537
"28274","Gibbon","Buffalo",110.6633537
"28275","Poole","Buffalo",110.6633537
"28276","Pleasanton","Buffalo",110.6633537
"28277","Riverdale","Buffalo",110.6633537
"28278","Parmerton","Parmer",110.3863522
"28279","Lariat","Parmer",110.3863522
"28280","Bovina","Parmer",110.3863522
"28281","Black","Parmer",110.3863522
"28282","Farwell","Parmer",110.3863522
"28283","Friona","Parmer",110.3863522
"28284","Chadron","Dawes",110.0352113
"28285","Marsland","Dawes",110.0352113
"28286","Whitney","Dawes",110.0352113
"28287","Crawford","Dawes",110.0352113
"28288","Chase","Rice",109.879133
"28289","Lyons","Rice",109.879133
"28290","Alden","Rice",109.879133
"28291","Raymond","Rice",109.879133
"28292","Mitchell","Rice",109.879133
"28293","Sterling","Rice",109.879133
"28294","Little River","Rice",109.879133
"28295","Bushton","Rice",109.879133
"28296","Frederick","Rice",109.879133
"28297","Geneseo","Rice",109.879133
"28298","Saxman","Rice",109.879133
"28299","Gore","Frederick",109.445517
"28300","Middletown","Frederick",109.445517
"28301","Stephens City","Frederick",109.445517
"28302","Shawnee Land","Frederick",109.445517
"28303","Brucetown","Frederick",109.445517
"28304","Marshall","Madison",109.4091904
"28305","Hot Springs","Madison",109.4091904
"28306","Luck","Madison",109.4091904
"28307","Walnut","Madison",109.4091904
"28308","Mars Hill","Madison",109.4091904
"28309","Savage","Scott",109.3039524
"28310","Prior Lake","Scott",109.3039524
"28311","Jordan","Scott",109.3039524
"28312","Belle Plaine","Scott",109.3039524
"28313","Elko New Market","Scott",109.3039524
"28314","Barden","Scott",109.3039524
"28315","Shakopee","Scott",109.3039524
"28316","Blakeley","Scott",109.3039524
"28317","Lytton","Sac",109.224506
"28318","Nemaha","Sac",109.224506
"28319","Schaller","Sac",109.224506
"28320","Auburn","Sac",109.224506
"28321","Wall Lake","Sac",109.224506
"28322","Lake View","Sac",109.224506
"28323","Sac City","Sac",109.224506
"28324","Early","Sac",109.224506
"28325","Odebolt","Sac",109.224506
"28326","Colome","Tripp",109.1305929
"28327","Hamill","Tripp",109.1305929
"28328","Millboro","Tripp",109.1305929
"28329","Winner","Tripp",109.1305929
"28330","Keyapaha","Tripp",109.1305929
"28331","Clearfield","Tripp",109.1305929
"28332","Ideal","Tripp",109.1305929
"28333","Carter","Tripp",109.1305929
"28334","Wewela","Tripp",109.1305929
"28335","Witten","Tripp",109.1305929
"28336","McLeod","Sweet Grass",109.0215318
"28337","Greycliff","Sweet Grass",109.0215318
"28338","Big Timber","Sweet Grass",109.0215318
"28339","Melville","Sweet Grass",109.0215318
